price,millage,year,make,model,city,state,accidents,owners,use
23599,25055,2017,Lexus,ES, Ramsey, NJ,1,1.0,Personal
16942,59871,2017,Chevrolet,Traverse, Carlstadt, NJ,2,2.0,Personal
9949,44916,2015,Kia,Optima, Yonkers, NY,0,3.0,Personal
7995,83912,2014,Volkswagen,Passat, Union, NJ,1,1.0,Personal
32788,10791,2017,Jeep,Wrangler, Bayside, NY,0,2.0,Personal
3995,122327,2008,Chrysler,Town & Country, Elmhurst, NY,3,5.0,Personal
35939,41154,2018,Mercedes-Benz,GLE, Englewood, NJ,0,1.0,Personal
9900,140075,2013,Ford,Econoline Wagon, Hillside, NJ,0,2.0,Personal
15988,41803,2016,Nissan,Rogue, Bloomfield, NJ,0,1.0,Fleet
6995,117212,2012,Chevrolet,Traverse, Saddle Brook, NJ,0,2.0,Personal
10575,81449,2015,Chevrolet,Equinox, Keyport, NJ,0,1.0,Personal
19998,18642,2017,Toyota,RAV4, Brooklyn, NY,0,1.0,Personal
12150,72513,2013,Mercedes-Benz,GLK, Avenel, NJ,0,2.0,Personal
13350,58708,2017,Nissan,Rogue, Bronx, NY,0,1.0,Personal
15795,11824,2017,Honda,Civic, Paramus, NJ,0,1.0,Personal
11898,57658,2017,Nissan,Rogue, Yonkers, NY,1,2.0,Fleet
6899,177602,2008,Toyota,Tundra, Garfield, NJ,0,1.0,Personal
17590,25422,2018,Chevrolet,Equinox, New York, NY,0,1.0,Personal
5450,158210,2004,Chevrolet,Tahoe, Brooklyn, NY,1,6.0,Personal
26000,22500,2017,Ford,Explorer, Butler, NJ,0,1.0,Personal
40495,7012,2019,Lexus,RX, New York, NY,0,1.0,Personal
47415,30654,2019,Ford,Expedition, Hasbrouck Heights, NJ,0,1.0,Personal
15900,31442,2017,Chevrolet,Malibu, Forest Hills, NY,1,1.0,Personal
12995,29723,2017,Nissan,Rogue, Long Island City, NY,1,1.0,Personal
4995,166228,2009,Jeep,Liberty, Garfield, NJ,0,3.0,Personal
29990,30808,2019,Ram,1500, New York, NY,0,1.0,Personal
18310,32199,2019,Nissan,Rogue, Jersey City, NJ,0,1.0,Personal
19871,24609,2017,Chevrolet,Equinox, Hawthorne, NJ,0,1.0,Personal
29995,51697,2017,BMW,X5, Teterboro, NJ,0,1.0,Personal
19990,30653,2017,Subaru,WRX, Elmhurst, NY,0,1.0,Personal
21990,42375,2017,Ford,Explorer, New York, NY,0,1.0,Personal
19750,27692,2017,Mercedes-Benz,C-Class, Avenel, NJ,1,1.0,Personal
35995,4507,2020,Land,Rover Discovery Sport, Edison, NJ,0,1.0,Personal
15900,27651,2016,Mazda,CX-5, Wayne, NJ,0,2.0,Personal
4995,128427,2009,Toyota,Camry, Lodi, NJ,3,7.0,Personal
48500,29090,2015,Maserati,GranTurismo, New York, NY,0,2.0,Personal
14905,29103,2017,Acura,TLX, Elizabeth, NJ,1,1.0,Personal
12995,34451,2017,Honda,Civic, Elizabeth, NJ,0,2.0,Personal
12891,40860,2017,Nissan,Rogue, Long Island City, NY,0,1.0,Personal
9500,40823,2016,Kia,Soul, Hillside, NJ,1,1.0,Personal
38392,5819,2019,Audi,A5, Secaucus, NJ,1,1.0,Personal
35801,16482,2017,Mercedes-Benz,GLC, New York, NY,0,1.0,Personal
16998,32065,2017,Volvo,S60, Hasbrouck Heights, NJ,0,1.0,Personal
13995,6797,2019,Mitsubishi,Outlander Sport, Newark, NJ,1,1.0,Fleet
74901,19319,2019,Mercedes-Benz,GLS, New York, NY,0,1.0,Personal
19999,52047,2016,Ford,Explorer, Union City, NJ,0,2.0,Fleet
14542,61060,2016,Volvo,XC60, Carlstadt, NJ,0,1.0,Personal
10998,87749,2014,Honda,CR-V, Hasbrouck Heights, NJ,0,1.0,Personal
9900,9304,2019,Ford,Fiesta, Hillside, NJ,0,1.0,Personal
31998,19181,2018,Volvo,S90, New York, NY,0,1.0,Personal
9500,37153,2018,Ford,Focus, Hillside, NJ,1,2.0,Personal
21249,23235,2019,Hyundai,Santa Fe, Bloomfield, NJ,1,1.0,Personal
67995,7396,2019,Porsche,Cayenne, New York, NY,0,1.0,Personal
14242,11271,2019,Toyota,Corolla, Carlstadt, NJ,1,1.0,Personal
19888,14065,2017,Ford,Escape, Long Island City, NY,3,1.0,Personal
19905,33345,2018,Ford,Explorer, Elizabeth, NJ,1,1.0,Personal
19477,39654,2017,Subaru,Forester, Bloomfield, NJ,0,1.0,Personal
68999,27421,2015,Nissan,GT-R, Staten Island, NY,0,2.0,Personal
11495,100098,2014,Ford,Explorer, Elizabeth, NJ,0,1.0,Personal
230995,9929,2019,Lamborghini,Urus, New York, NY,0,1.0,Personal
4500,149999,2008,Volkswagen,Jetta, Kearny, NJ,0,4.0,Personal
40995,20488,2018,Porsche,Macan, New York, NY,0,1.0,Personal
22972,115437,2015,BMW,4 Series, Jersey City, NJ,0,3.0,Personal
39986,6540,2019,Audi,A5, Secaucus, NJ,0,1.0,Personal
17800,92613,2013,Subaru,Impreza WRX, Jersey City, NJ,0,1.0,Personal
16942,65372,2017,Mercedes-Benz,Metris Passenger Van, Carlstadt, NJ,0,1.0,Personal
35998,15794,2017,Volvo,XC90, New York, NY,0,1.0,Personal
11599,115458,2011,Jeep,Grand Cherokee, Union City, NJ,0,3.0,Personal
7981,48289,2013,Volkswagen,Jetta, New York, NY,0,2.0,Personal
7950,133794,2012,GMC,Acadia, Hillside, NJ,0,2.0,Personal
12642,93784,2010,Ford,F-150, Carlstadt, NJ,0,2.0,Personal
29995,15147,2017,Lexus,NX, New York, NY,0,1.0,Personal
12859,23576,2017,Nissan,Sentra, Brooklyn, NY,0,2.0,Fleet
4995,167738,2012,Toyota,Prius, Hasbrouck Heights, NJ,3,3.0,Personal
48595,18069,2019,Volvo,XC90, New York, NY,0,,Personal
15208,29879,2017,Toyota,Camry, Hillside, NJ,0,1.0,Personal
25888,9991,2018,Jeep,Grand Cherokee, Long Island City, NY,0,1.0,Fleet
2200,185900,2005,Mitsubishi,Endeavor, Staten Island, NY,0,4.0,Personal
18900,13057,2019,Nissan,Rogue, Hillside, NJ,0,1.0,Personal
33686,5665,2019,Audi,A4, Secaucus, NJ,0,1.0,Personal
28480,31715,2016,Volvo,XC70, New York, NY,0,1.0,Personal
12999,142077,2014,Chrysler,300, Brooklyn, NY,0,2.0,Personal
17999,37240,2017,Honda,Accord, Union City, NJ,1,1.0,Personal
13450,108441,2014,Honda,Civic, Jersey City, NJ,0,2.0,Personal
10982,125988,2012,Chevrolet,Silverado 1500, Hasbrouck Heights, NJ,2,1.0,Personal
13905,38766,2017,Toyota,RAV4, Elizabeth, NJ,1,1.0,Personal
6995,169905,2010,Toyota,Sienna, Newark, NJ,0,2.0,Personal
17888,19112,2017,Honda,HR-V, Brooklyn, NY,0,1.0,Personal
7800,95090,2015,Hyundai,Sonata, Brooklyn, NY,0,1.0,Personal
13981,78507,2017,Honda,Accord, Long Island City, NY,0,1.0,Personal
125995,9298,2015,Porsche,911, New York, NY,0,2.0,Personal
2795,172400,1999,Honda,CR-V, Staten Island, NY,2,2.0,Personal
21995,53669,2015,Honda,Odyssey, Union City, NJ,0,1.0,Personal
34999,44563,2017,Volvo,V90 Cross Country, New York, NY,0,1.0,Personal
7750,121777,2007,BMW,X5, Brooklyn, NY,0,4.0,Personal
14500,35369,2017,Toyota,Camry, Hillside, NJ,0,2.0,Personal
23574,23496,2017,Mercedes-Benz,CLA, Long Island City, NY,1,1.0,Personal
18690,19951,2019,Honda,Accord, Elmhurst, NY,0,1.0,Personal
18995,90068,2014,BMW,X5, Brooklyn, NY,1,4.0,Fleet
27998,30453,2017,Toyota,RAV4, Brooklyn, NY,0,2.0,Personal
1995,232753,2000,Nissan,Xterra, Hasbrouck Heights, NJ,1,5.0,Personal
24295,18354,2016,Lexus,ES, Brooklyn, NY,0,1.0,Personal
5695,64835,2006,Nissan,Altima, Belleville, NJ,1,4.0,Personal
23792,85908,2014,BMW,X6, Jersey City, NJ,0,2.0,Personal
15499,114290,2016,Honda,CR-V, Union City, NJ,0,1.0,Personal
18905,47081,2017,Ford,Explorer, Elizabeth, NJ,0,1.0,Personal
27972,78293,2013,Mercedes-Benz,GL, Jersey City, NJ,0,1.0,Personal
22397,24914,2019,Toyota,RAV4, New York, NY,0,1.0,Personal
16995,27668,2018,Toyota,Camry, Newark, NJ,0,2.0,Personal
4500,131568,2010,Nissan,Rogue, Hillside, NJ,0,3.0,Personal
25995,54843,2017,Jeep,Grand Cherokee, Union City, NJ,1,1.0,Personal
11542,81813,2013,BMW,5 Series, Carlstadt, NJ,0,2.0,Fleet
19995,7753,2020,Nissan,Altima, Newark, NJ,0,1.0,Fleet
8900,47482,2017,Hyundai,Elantra, Hillside, NJ,2,3.0,Personal
12495,110616,2013,INFINITI,JX35, Union City, NJ,0,2.0,Personal
5295,130782,2013,Nissan,Sentra, Newark, NJ,0,2.0,Fleet
14966,9738,2019,Nissan,Sentra, Bloomfield, NJ,0,1.0,Personal
15900,53819,2016,Mercedes-Benz,Metris Passenger Van, Hillside, NJ,0,2.0,Personal
15995,51019,2017,Hyundai,Santa Fe Sport, Long Island City, NY,0,1.0,Personal
20495,26922,2015,Nissan,Armada, Brooklyn, NY,0,1.0,Personal
17495,34719,2017,Audi,A4, Elizabeth, NJ,1,1.0,Fleet
12990,52977,2018,Honda,HR-V, Elmhurst, NY,0,1.0,Personal
21995,67842,2017,Dodge,Durango, Brooklyn, NY,0,1.0,Personal
8570,94966,2015,Nissan,Altima, Bloomfield, NJ,0,3.0,Fleet
38686,5649,2019,Audi,A5, Secaucus, NJ,0,1.0,Personal
15995,67211,2013,Toyota,Sienna, Union City, NJ,1,1.0,Personal
17495,34719,2017,Audi,A4, Elizabeth, NJ,1,1.0,Fleet
15905,33099,2019,Nissan,Altima, Hackensack, NJ,0,1.0,Personal
9995,125102,2014,Toyota,Sienna, Brooklyn, NY,0,2.0,Personal
12995,110020,2016,Ford,Edge, Bayonne, NJ,0,1.0,Personal
8995,118180,2009,Toyota,Venza, Union City, NJ,0,1.0,Personal
14499,57650,2012,Lexus,RX, Teterboro, NJ,0,1.0,Personal
21249,23235,2019,Hyundai,Santa Fe, Bloomfield, NJ,1,1.0,Personal
27995,45658,2018,Toyota,Highlander, Ridgewood, NY,0,1.0,Fleet
2999,139628,2008,Chevrolet,Equinox, Garfield, NJ,0,4.0,Personal
4999,148870,2009,Volvo,XC70, Garfield, NJ,0,3.0,Personal
16990,21368,2018,Chevrolet,Equinox, New York, NY,0,1.0,Personal
26872,25625,2017,Jeep,Grand Cherokee, Hazlet, NJ,0,1.0,Personal
39995,3533,2020,Mercedes-Benz,CLA, Union, NJ,0,1.0,Personal
31495,39448,2016,Land,Rover Range Rover Sport, Bronx, NY,1,1.0,Personal
9990,101828,2013,Chevrolet,Volt, New York, NY,0,1.0,Personal
17984,88193,2013,BMW,7 Series, Jersey City, NJ,0,2.0,Personal
18453,61021,2013,GMC,Acadia, Elizabeth, NJ,1,1.0,Personal
47990,40663,2017,Tesla,Model S, New York, NY,0,2.0,Personal
8995,87088,2015,Volkswagen,Jetta, Elmhurst, NY,0,1.0,Personal
18495,34696,2017,Volvo,S60, Hasbrouck Heights, NJ,0,1.0,Personal
13990,30478,2019,Nissan,Sentra, New York, NY,0,1.0,Personal
9942,85687,2013,Ford,Fusion, Carlstadt, NJ,0,3.0,Fleet
20968,16953,2017,Nissan,Rogue, Hillside, NJ,1,1.0,Personal
19477,39654,2017,Subaru,Forester, Bloomfield, NJ,0,1.0,Personal
13449,103284,2008,Lexus,LS, Verona, NJ,0,1.0,Personal
11994,11190,2016,Chevrolet,Cruze, Forest Hills, NY,0,1.0,Personal
10990,52011,2014,Volkswagen,Passat, New York, NY,0,2.0,Fleet
28990,73016,2016,Porsche,Macan, New York, NY,0,2.0,Personal
17295,35635,2017,Honda,Accord, Union, NJ,0,2.0,Personal
15500,23662,2017,Toyota,Camry, Mamaroneck, NY,0,1.0,Personal
26590,22004,2017,Jeep,Grand Cherokee, New York, NY,0,1.0,Personal
14990,35938,2017,Ford,Escape, New York, NY,0,1.0,Personal
18799,116499,2013,Jeep,Wrangler, Union City, NJ,1,2.0,Personal
8990,32324,2017,Nissan,Sentra, Elmhurst, NY,0,1.0,Personal
10895,33198,2017,Nissan,Altima, Lodi, NJ,0,1.0,Personal
32990,45837,2018,Audi,S4, Elmhurst, NY,0,1.0,Personal
14495,28268,2019,Hyundai,Tucson, Bayonne, NJ,0,1.0,Personal
14542,20132,2015,Honda,Accord, Carlstadt, NJ,0,2.0,Personal
14980,33678,2017,Nissan,Rogue, Yonkers, NY,0,2.0,Personal
25797,29042,2018,Audi,A5, Little Falls, NJ,1,3.0,Personal
8999,102312,2016,Toyota,Corolla, Irvington, NJ,0,2.0,Fleet
4999,165920,2009,Toyota,Avalon, Garfield, NJ,0,1.0,Personal
14900,59565,2017,Toyota,Camry, New York, NY,0,2.0,Fleet
2995,85785,2007,Ford,Freestyle, Garfield, NJ,3,3.0,Personal
13888,27176,2017,Nissan,Sentra, Bronx, NY,0,1.0,Personal
27495,60200,2015,Lexus,GX, New York, NY,0,1.0,Personal
17145,19004,2017,Honda,Accord, Brooklyn, NY,0,1.0,Personal
24897,39339,2019,Mazda,CX-9, New York, NY,0,1.0,Personal
38439,12163,2020,Mercedes-Benz,GLC, Englewood, NJ,0,1.0,Personal
16295,21805,2017,Honda,Accord, Union, NJ,0,1.0,Personal
9990,10082,2017,Nissan,Sentra, Elmhurst, NY,0,1.0,Personal
18070,35518,2019,Nissan,Rogue, Jersey City, NJ,0,1.0,Personal
17990,32065,2017,Buick,Envision, New York, NY,0,1.0,Personal
16750,40949,2017,INFINITI,QX50, Avenel, NJ,1,1.0,Personal
16903,3797,2019,Nissan,Altima, Yonkers, NY,0,1.0,Personal
9995,81711,2008,Lexus,RX, Hasbrouck Heights, NJ,0,3.0,Personal
32195,17428,2017,Mercedes-Benz,E-Class, Hasbrouck Heights, NJ,0,1.0,Personal
15927,15369,2017,Honda,Accord, West Caldwell, NJ,0,1.0,Personal
22792,85399,2014,BMW,6 Series, Jersey City, NJ,0,3.0,Fleet
5995,97783,2014,Volkswagen,Jetta, Saddle Brook, NJ,0,1.0,Personal
15997,35412,2020,Toyota,Corolla, New York, NY,0,1.0,Personal
29536,29705,2016,Ford,F-150, Keyport, NJ,0,1.0,Personal
25246,31542,2017,Lexus,ES, Edison, NJ,0,1.0,Personal
5595,163479,2008,BMW,3 Series, Jamaica, NY,0,4.0,Personal
16990,9243,2019,Kia,Optima, New York, NY,0,1.0,Fleet
20900,25711,2017,Jeep,Grand Cherokee, Florham Park, NJ,0,1.0,Personal
11297,29921,2019,Ford,Fiesta, New York, NY,0,1.0,Personal
18058,62255,2015,Mercedes-Benz,M-Class, Forest Hills, NY,1,3.0,Personal
13995,66262,2014,Audi,A4, Union City, NJ,0,1.0,Personal
3999,154025,2008,Jeep,Grand Cherokee, Garfield, NJ,0,1.0,Personal
30894,19749,2017,BMW,3 Series, Morristown, NJ,0,1.0,Personal
10900,9040,2017,Kia,Forte, Hillside, NJ,0,1.0,Personal
14498,136495,2015,Ford,Explorer, South Hackensack, NJ,1,1.0,Personal
10997,24059,2015,Kia,Optima, Hillside, NJ,0,1.0,Personal
12900,10618,2019,Hyundai,Elantra, Hillside, NJ,0,1.0,Personal
5495,50120,2008,Ford,Taurus, Saddle Brook, NJ,0,2.0,Personal
19795,27522,2017,Honda,Accord, Paramus, NJ,0,1.0,Personal
27688,53412,2016,Lexus,GX, Little Falls, NJ,0,1.0,Fleet
23995,20351,2017,Mercedes-Benz,C-Class, Elizabeth, NJ,1,1.0,Personal
15275,45410,2017,Nissan,Rogue, Belford, NJ,0,1.0,Personal
14680,11715,2019,Hyundai,Sonata, Wayne, NJ,0,1.0,Personal
4495,128776,2011,Nissan,Sentra, Belleville, NJ,0,2.0,Personal
23722,7959,2017,Chrysler,Pacifica, Forest Hills, NY,0,1.0,Personal
9998,87310,2010,Mercedes-Benz,GLK, Yonkers, NY,0,4.0,Personal
17990,7126,2017,Toyota,Camry, New York, NY,0,1.0,Personal
4995,150452,2006,BMW,3 Series, Garfield, NJ,2,2.0,Personal
13990,47830,2017,Nissan,Altima, New York, NY,0,1.0,Fleet
5995,115116,2011,Ford,Escape, Long Island City, NY,2,4.0,Fleet
4900,174454,2011,GMC,Acadia, Hillside, NJ,2,4.0,Personal
16990,54734,2017,Acura,RDX, Elmhurst, NY,0,1.0,Personal
18995,25989,2017,Honda,Accord, Union City, NJ,0,1.0,Personal
15981,61727,2016,Volkswagen,Jetta, New York, NY,0,1.0,Personal
16536,29588,2017,Honda,Accord, Union, NJ,0,1.0,Personal
14990,19318,2017,Toyota,RAV4, Elmhurst, NY,0,1.0,Personal
16542,11615,2019,Subaru,Impreza, Carlstadt, NJ,0,1.0,Fleet
3999,109811,2007,Jeep,Liberty, Teterboro, NJ,0,3.0,Personal
18488,1130,2019,Subaru,Impreza, Bloomfield, NJ,0,1.0,Personal
16995,72397,2016,Honda,Odyssey, Union City, NJ,0,2.0,Personal
5795,78100,2009,Kia,Sorento, Lyndhurst, NJ,0,4.0,Personal
21900,27027,2017,Hyundai,Tucson, Kearny, NJ,0,1.0,Personal
13555,19458,2019,Kia,Optima, Newark, NJ,0,2.0,Fleet
9995,114168,2012,BMW,5 Series, Bayonne, NJ,0,4.0,Fleet
35706,23269,2017,Mercedes-Benz,GLC, New York, NY,0,1.0,Personal
26905,49043,2017,BMW,X5, Elizabeth, NJ,0,1.0,Personal
12599,95345,2012,BMW,X5, Brooklyn, NY,0,2.0,Personal
7942,89951,2012,Toyota,Corolla, Carlstadt, NJ,1,3.0,Personal
26995,13023,2017,Lexus,IS, New York, NY,0,1.0,Personal
26295,29765,2018,Mercedes-Benz,C-Class, Hasbrouck Heights, NJ,0,1.0,Personal
17542,35916,2017,GMC,Savana Passenger, Carlstadt, NJ,0,1.0,Personal
19501,52979,2017,Lincoln,MKX, Verona, NJ,0,4.0,Fleet
59901,37478,2017,Mercedes-Benz,S-Class, New York, NY,0,2.0,Personal
49686,16588,2018,Audi,Q7, Secaucus, NJ,1,1.0,Personal
10900,9040,2017,Kia,Forte, Hillside, NJ,0,1.0,Personal
14495,123686,2016,Ford,Explorer, Elizabeth, NJ,1,1.0,Personal
12900,10618,2019,Hyundai,Elantra, Hillside, NJ,0,1.0,Personal
9995,125102,2014,Toyota,Sienna, Brooklyn, NY,0,2.0,Personal
5995,115116,2011,Ford,Escape, Long Island City, NY,2,4.0,Fleet
13642,42701,2018,Chevrolet,Malibu, Carlstadt, NJ,0,1.0,Fleet
16428,39284,2017,Nissan,Rogue, Hillside, NJ,0,1.0,Personal
42999,7221,2019,Mercedes-Benz,GLC, Union, NJ,0,1.0,Personal
42999,5969,2019,Mercedes-Benz,GLC, Union, NJ,0,1.0,Personal
43862,4698,2020,Mercedes-Benz,GLC, Paramus, NJ,0,1.0,Personal
24995,33564,2016,Volvo,XC60, Hasbrouck Heights, NJ,0,1.0,Personal
19990,52323,2017,Ford,Edge, New York, NY,0,2.0,Fleet
17495,48889,2017,Ford,Escape, Hackensack, NJ,0,1.0,Personal
22097,29977,2019,Nissan,Maxima, New York, NY,0,1.0,Personal
10255,35864,2017,Nissan,Sentra, Yonkers, NY,2,2.0,Personal
15590,37125,2017,Chevrolet,Equinox, New York, NY,0,2.0,Personal
22900,49783,2017,Toyota,Highlander, Elmhurst, NY,0,1.0,Personal
20590,42850,2017,BMW,X3, New York, NY,0,2.0,Personal
29995,18117,2019,Ford,Transit Passenger Wagon, Hackensack, NJ,0,1.0,Personal
14997,28605,2019,Nissan,Sentra, Jersey City, NJ,0,1.0,Personal
14905,29540,2017,Honda,Accord, Elizabeth, NJ,1,1.0,Personal
16890,37298,2019,Jeep,Compass, Valley Stream, NY,0,1.0,Fleet
15500,24694,2017,Honda,Civic, Old Bridge, NJ,0,1.0,Personal
22990,35725,2017,Toyota,Highlander, New York, NY,0,1.0,Personal
13895,34122,2017,Ford,Escape, Rahway, NJ,0,1.0,Fleet
16777,95426,2014,Mercedes-Benz,GL, Hillside, NJ,0,2.0,Personal
17995,43266,2017,Honda,Accord, Paramus, NJ,0,1.0,Personal
13951,50104,2017,Honda,Accord, Woodside, NY,0,1.0,Fleet
33998,31193,2017,Volvo,XC90, New York, NY,0,1.0,Personal
18501,67566,2017,GMC,Acadia, Mahwah, NJ,0,1.0,Personal
10995,128423,2010,Jeep,Wrangler, Ridgewood, NY,2,3.0,Fleet
19990,35573,2017,Nissan,Murano, New York, NY,0,1.0,Fleet
38490,9575,2018,Lexus,RX, New York, NY,0,1.0,Personal
9995,113245,2006,Toyota,4Runner, Union City, NJ,0,4.0,Personal
16590,31627,2016,BMW,i3, New York, NY,0,2.0,Personal
11988,41749,2018,Toyota,Corolla, Green Brook, NJ,0,2.0,Personal
33797,20126,2020,Buick,Enclave, New York, NY,0,1.0,Personal
8995,92517,2010,Nissan,Maxima, Newark, NJ,1,4.0,Fleet
16942,26484,2017,Subaru,Impreza, Carlstadt, NJ,1,1.0,Personal
9999,79402,2016,Nissan,Altima, Irvington, NJ,1,1.0,Fleet
14999,76382,2014,Lexus,ES, Elmhurst, NY,0,2.0,Personal
89995,33453,2014,Audi,R8, Newark, NJ,0,3.0,Fleet
9900,30831,2017,Kia,Forte, Bayonne, NJ,0,1.0,Fleet
40901,27029,2017,Mercedes-Benz,GLE, New York, NY,0,1.0,Personal
31900,35777,2017,Jaguar,F-PACE, Kearny, NJ,0,1.0,Personal
5795,137217,2011,Jeep,Compass, Belleville, NJ,1,3.0,Personal
17990,15832,2020,Nissan,Altima, Brooklyn, NY,0,1.0,Personal
28945,48486,2016,Mercedes-Benz,Sprinter Passenger Van, Hasbrouck Heights, NJ,0,1.0,Personal
12942,77442,2015,BMW,3 Series, Carlstadt, NJ,1,3.0,Fleet
11900,116237,2012,Ford,Econoline Wagon, Kearny, NJ,0,3.0,Personal
21888,36245,2017,Ford,Explorer, Long Island City, NY,1,1.0,Fleet
17995,68129,2017,BMW,3 Series, Hasbrouck Heights, NJ,0,2.0,Personal
11900,31672,2017,Chevrolet,Malibu, Hillside, NJ,0,1.0,Fleet
17900,55997,2016,Ford,Econoline Commercial Cutaway, Kearny, NJ,1,1.0,Personal
18890,23664,2019,Honda,Accord, Elmhurst, NY,0,1.0,Personal
23942,15768,2017,Land,Rover Discovery Sport, Carlstadt, NJ,1,2.0,Personal
14990,46137,2014,Lexus,RX, Elmhurst, NY,0,3.0,Fleet
29995,51697,2017,BMW,X5, Teterboro, NJ,0,1.0,Personal
62995,33226,2017,Lexus,LX, New York, NY,0,2.0,Personal
29999,30521,2017,Toyota,Highlander, Brooklyn, NY,0,1.0,Personal
12995,66765,2017,Ford,Escape, Ridgewood, NY,0,1.0,Fleet
24995,33564,2016,Volvo,XC60, Hasbrouck Heights, NJ,0,1.0,Personal
15981,30421,2018,Nissan,Rogue, Long Island City, NY,0,1.0,Personal
46890,30839,2016,Mercedes-Benz,S-Class, Long Island City, NY,0,1.0,Personal
9999,62166,2013,Ford,Escape, Staten Island, NY,0,1.0,Personal
12905,34587,2017,Honda,Accord, Elizabeth, NJ,1,1.0,Personal
15208,44428,2017,Ford,Fusion, Hillside, NJ,0,2.0,Fleet
19995,62274,2017,Jeep,Grand Cherokee, Brooklyn, NY,0,2.0,Personal
9980,101727,2013,Volkswagen,Jetta, Jersey City, NJ,0,3.0,Personal
135995,261,2020,Porsche,911, New York, NY,0,1.0,Personal
20662,4782,2019,Nissan,Rogue, Bloomfield, NJ,0,1.0,Personal
21972,73800,2015,Mercedes-Benz,C-Class, Jersey City, NJ,0,2.0,Fleet
12888,36504,2016,Honda,CR-V, Long Island City, NY,1,1.0,Fleet
24391,58351,2017,Jeep,Grand Cherokee, Little Ferry, NJ,1,2.0,Personal
10900,2394,2019,Nissan,Versa, Hillside, NJ,1,1.0,Fleet
12699,92562,2016,Chevrolet,Traverse, Union City, NJ,0,1.0,Personal
6399,127019,2012,Hyundai,Elantra, Union City, NJ,1,2.0,Personal
33390,35412,2017,Mercedes-Benz,GLE, Long Island City, NY,0,1.0,Personal
12470,21551,2016,Ford,Fusion, Brooklyn, NY,0,1.0,Fleet
14900,13857,2019,Nissan,Altima, Hillside, NJ,1,1.0,Personal
21697,11865,2019,Toyota,Prius, New York, NY,0,1.0,Personal
47415,30654,2019,Ford,Expedition, Hasbrouck Heights, NJ,0,1.0,Personal
15988,56501,2017,Hyundai,Tucson, Bloomfield, NJ,0,1.0,Personal
19468,4621,2019,Nissan,Rogue, Hillside, NJ,0,1.0,Personal
1999,150000,2008,Chevrolet,HHR, Hasbrouck Heights, NJ,2,3.0,Personal
56995,33365,2017,Porsche,Macan, New York, NY,0,1.0,Personal
26167,30428,2017,Toyota,Highlander, Long Island City, NY,0,1.0,Fleet
12500,25904,2019,Hyundai,Elantra, Hillside, NJ,0,1.0,Personal
9145,48583,2018,Nissan,Sentra, Long Island City, NY,0,2.0,Fleet
21542,29715,2017,Volvo,S90, Carlstadt, NJ,0,1.0,Personal
41686,53978,2018,Audi,S5, Secaucus, NJ,2,1.0,Personal
17948,25555,2017,Nissan,Rogue, Hillside, NJ,0,1.0,Personal
