price,millage,location,year,make,model,city,state,accidents,owners,use,name
18297,22029,"New York,  NY",2019,Chevrolet,Impala,New York, NY,0,1.0,Personal,Chevrolet Impala
11950,91591,"Brooklyn,  NY",2008,Land,Rover Range Rover,Brooklyn, NY,0,3.0,Personal,Land Rover Range Rover
22792,64963,"Jersey City,  NJ",2014,BMW,X6,Jersey City, NJ,0,2.0,Fleet,BMW X6
37990,9522,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
25197,23732,"Jersey City,  NJ",2019,Nissan,Frontier,Jersey City, NJ,0,1.0,Personal,Nissan Frontier
9990,116299,"Jersey City,  NJ",2010,Acura,TL,Jersey City, NJ,0,2.0,Personal,Acura TL
11995,34009,"Union City,  NJ",2019,Chevrolet,Cruze,Union City, NJ,0,1.0,Fleet,Chevrolet Cruze
22686,59360,"Secaucus,  NJ",2016,Audi,S3,Secaucus, NJ,1,1.0,Personal,Audi S3
13500,45031,"Newark,  NJ",2016,Ford,Escape,Newark, NJ,0,1.0,Fleet,Ford Escape
9950,140649,"Brooklyn,  NY",2010,Audi,S5,Brooklyn, NY,0,1.0,Personal,Audi S5
39995,6598,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
11992,114296,"Jersey City,  NJ",2013,BMW,5 Series,Jersey City, NJ,1,2.0,Fleet,BMW 5 Series
72995,7403,"New York,  NY",2019,Porsche,Cayenne,New York, NY,0,1.0,Personal,Porsche Cayenne
17995,98515,"Union City,  NJ",2015,Acura,MDX,Union City, NJ,0,2.0,Fleet,Acura MDX
169995,27267,"New York,  NY",2009,Rolls-Royce,Phantom,New York, NY,0,2.0,Personal,Rolls-Royce Phantom
32792,70001,"Jersey City,  NJ",2015,Cadillac,Escalade,Jersey City, NJ,1,3.0,Personal,Cadillac Escalade
28886,46176,"Secaucus,  NJ",2017,Mercedes-Benz,GLE,Secaucus, NJ,0,1.0,Personal,Mercedes-Benz GLE
17797,27679,"New York,  NY",2019,Ford,Escape,New York, NY,1,1.0,Personal,Ford Escape
2950,190210,"Brooklyn,  NY",2005,Volvo,XC90,Brooklyn, NY,3,3.0,Personal,Volvo XC90
13881,34631,"New York,  NY",2019,Volkswagen,Jetta,New York, NY,0,1.0,Personal,Volkswagen Jetta
49995,3945,"New York,  NY",2019,Porsche,Macan,New York, NY,0,1.0,Personal,Porsche Macan
6997,78072,"Jersey City,  NJ",2013,FIAT,500,Jersey City, NJ,0,2.0,Personal,FIAT 500
11542,64926,"Carlstadt,  NJ",2017,Ford,Escape,Carlstadt, NJ,0,1.0,Fleet,Ford Escape
38490,9113,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
27995,27246,"New York,  NY",2016,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
29197,20689,"Jersey City,  NJ",2019,Ford,Ranger,Jersey City, NJ,0,1.0,Personal,Ford Ranger
29990,2553,"New York,  NY",2017,Jeep,Grand Cherokee,New York, NY,0,1.0,Personal,Jeep Grand Cherokee
149997,33454,"Jersey City,  NJ",2013,Ferrari,458 Italia,Jersey City, NJ,0,5.0,Fleet,Ferrari 458 Italia
3942,114400,"Carlstadt,  NJ",2007,Nissan,Murano,Carlstadt, NJ,3,2.0,Personal,Nissan Murano
20995,65490,"Union City,  NJ",2017,INFINITI,QX60,Union City, NJ,0,3.0,Personal,INFINITI QX60
4999,123702,"Brooklyn,  NY",2010,Volkswagen,Passat,Brooklyn, NY,0,3.0,Fleet,Volkswagen Passat
17497,30532,"Jersey City,  NJ",2020,Kia,Soul,Jersey City, NJ,0,1.0,Personal,Kia Soul
24386,29659,"Secaucus,  NJ",2017,Audi,A4,Secaucus, NJ,0,1.0,Personal,Audi A4
30797,11294,"Jersey City,  NJ",2020,Nissan,Pathfinder,Jersey City, NJ,0,1.0,Personal,Nissan Pathfinder
9999,107207,"Brooklyn,  NY",2013,Jeep,Grand Cherokee,Brooklyn, NY,0,3.0,Personal,Jeep Grand Cherokee
26537,18110,"New York,  NY",2017,Lexus,NX,New York, NY,0,1.0,Personal,Lexus NX
38995,7318,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
13998,61331,"Jersey City,  NJ",2009,INFINITI,G,Jersey City, NJ,0,2.0,Personal,INFINITI G
7720,134072,"Newark,  NJ",2010,BMW,5 Series,Newark, NJ,0,4.0,Fleet,BMW 5 Series
8950,107450,"Brooklyn,  NY",2016,Kia,Sedona,Brooklyn, NY,4,2.0,Fleet,Kia Sedona
12742,45426,"Carlstadt,  NJ",2018,Nissan,Altima,Carlstadt, NJ,0,1.0,Personal,Nissan Altima
11995,28547,"Newark,  NJ",2018,Nissan,Altima,Newark, NJ,0,2.0,Personal,Nissan Altima
38990,6245,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
27497,21660,"Jersey City,  NJ",2019,INFINITI,Q50,Jersey City, NJ,0,1.0,Personal,INFINITI Q50
12497,98795,"Jersey City,  NJ",2012,Audi,A5,Jersey City, NJ,0,2.0,Personal,Audi A5
39490,6031,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
13750,91091,"Brooklyn,  NY",2013,Ford,Econoline Wagon,Brooklyn, NY,1,1.0,Personal,Ford Econoline Wagon
133995,7312,"New York,  NY",2017,Porsche,911,New York, NY,0,2.0,Personal,Porsche 911
10995,129982,"Newark,  NJ",2017,Kia,Optima,Newark, NJ,0,1.0,Personal,Kia Optima
15999,84063,"Union City,  NJ",2016,Nissan,Frontier,Union City, NJ,0,3.0,Fleet,Nissan Frontier
13495,94224,"Union City,  NJ",2014,Ford,Econoline Cargo Van,Union City, NJ,0,1.0,Personal,Ford Econoline Cargo Van
10942,47368,"Carlstadt,  NJ",2016,Ford,Fusion,Carlstadt, NJ,0,3.0,Fleet,Ford Fusion
11995,100704,"Bayonne,  NJ",2012,Volkswagen,Touareg,Bayonne, NJ,1,2.0,Fleet,Volkswagen Touareg
16599,7558,"Union City,  NJ",2020,Toyota,Corolla,Union City, NJ,0,1.0,Fleet,Toyota Corolla
14980,86656,"Jersey City,  NJ",2010,INFINITI,G,Jersey City, NJ,0,1.0,Personal,INFINITI G
23990,13698,"New York,  NY",2019,Jeep,Cherokee,New York, NY,0,1.0,Personal,Jeep Cherokee
2995,158760,"Union City,  NJ",2004,Toyota,Avalon,Union City, NJ,2,4.0,Personal,Toyota Avalon
11995,97465,"Newark,  NJ",2012,Jeep,Grand Cherokee,Newark, NJ,0,2.0,Personal,Jeep Grand Cherokee
18799,116499,"Union City,  NJ",2013,Jeep,Wrangler,Union City, NJ,1,2.0,Personal,Jeep Wrangler
7995,146304,"Union City,  NJ",2010,Honda,Accord Crosstour,Union City, NJ,0,4.0,Personal,Honda Accord Crosstour
39990,5743,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
17999,34220,"Union City,  NJ",2017,Honda,Accord,Union City, NJ,0,1.0,Personal,Honda Accord
59901,11157,"New York,  NY",2017,Mercedes-Benz,SL,New York, NY,0,1.0,Personal,Mercedes-Benz SL
11995,79601,"Union City,  NJ",2010,Mercedes-Benz,E-Class,Union City, NJ,0,1.0,Personal,Mercedes-Benz E-Class
24997,14240,"Jersey City,  NJ",2020,Hyundai,Santa Fe,Jersey City, NJ,0,1.0,Personal,Hyundai Santa Fe
159995,5388,"New York,  NY",2018,Porsche,911,New York, NY,0,2.0,Personal,Porsche 911
30686,15276,"Secaucus,  NJ",2018,Audi,A5,Secaucus, NJ,0,1.0,Personal,Audi A5
28990,22472,"New York,  NY",2017,Jeep,Wrangler,New York, NY,0,1.0,Personal,Jeep Wrangler
39490,5635,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
18500,20000,"Bayonne,  NJ",2019,Jeep,Compass,Bayonne, NJ,0,2.0,Fleet,Jeep Compass
32286,41418,"Secaucus,  NJ",2017,Audi,Q7,Secaucus, NJ,0,1.0,Personal,Audi Q7
6995,86532,"Bayonne,  NJ",2017,Mitsubishi,Lancer,Bayonne, NJ,1,2.0,Fleet,Mitsubishi Lancer
17995,75514,"Newark,  NJ",2014,Land,Rover Range Rover Evoque,Newark, NJ,0,2.0,Fleet,Land Rover Range Rover Evoque
6450,119128,"Brooklyn,  NY",2006,Nissan,Armada,Brooklyn, NY,1,3.0,Personal,Nissan Armada
48904,18737,"New York,  NY",2017,Mercedes-Benz,GLS,New York, NY,0,1.0,Personal,Mercedes-Benz GLS
15542,52378,"Carlstadt,  NJ",2017,GMC,Savana Cargo Van,Carlstadt, NJ,0,1.0,Personal,GMC Savana Cargo Van
14790,96467,"Jersey City,  NJ",2011,Audi,S4,Jersey City, NJ,0,2.0,Personal,Audi S4
25987,36966,"Jersey City,  NJ",2017,Alfa,Romeo Giulia,Jersey City, NJ,0,1.0,Personal,Alfa Romeo Giulia
27997,44243,"Jersey City,  NJ",2017,Volkswagen,Golf R,Jersey City, NJ,0,1.0,Fleet,Volkswagen Golf R
3995,111202,"Union City,  NJ",2002,Toyota,Camry,Union City, NJ,1,3.0,Personal,Toyota Camry
39315,9226,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
33792,50367,"Jersey City,  NJ",2017,Jaguar,F-PACE,Jersey City, NJ,0,2.0,Personal,Jaguar F-PACE
4495,110215,"Lyndhurst,  NJ",2008,Ford,Escape,Lyndhurst, NJ,0,2.0,Personal,Ford Escape
15542,52796,"Carlstadt,  NJ",2017,GMC,Savana Cargo Van,Carlstadt, NJ,0,1.0,Personal,GMC Savana Cargo Van
22742,75293,"Carlstadt,  NJ",2018,Ford,F-150,Carlstadt, NJ,1,1.0,Personal,Ford F-150
14987,120954,"Jersey City,  NJ",2015,Honda,Odyssey,Jersey City, NJ,0,1.0,Personal,Honda Odyssey
31686,26739,"Secaucus,  NJ",2017,Audi,S3,Secaucus, NJ,0,1.0,Personal,Audi S3
17492,52037,"Jersey City,  NJ",2013,Mercedes-Benz,GLK,Jersey City, NJ,0,3.0,Personal,Mercedes-Benz GLK
33286,4361,"Secaucus,  NJ",2019,Audi,A4,Secaucus, NJ,0,1.0,Personal,Audi A4
39990,7686,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
18995,94764,"Brooklyn,  NY",2017,Jeep,Grand Cherokee,Brooklyn, NY,0,1.0,Personal,Jeep Grand Cherokee
2999,221667,"Brooklyn,  NY",2008,Honda,Odyssey,Brooklyn, NY,0,4.0,Personal,Honda Odyssey
44995,4460,"New York,  NY",2018,Porsche,Macan,New York, NY,0,1.0,Personal,Porsche Macan
20942,20276,"Carlstadt,  NJ",2017,Subaru,Outback,Carlstadt, NJ,0,1.0,Personal,Subaru Outback
40990,9079,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
14997,87009,"Jersey City,  NJ",2013,BMW,3 Series,Jersey City, NJ,0,3.0,Personal,BMW 3 Series
28886,29380,"Secaucus,  NJ",2018,Audi,Q5,Secaucus, NJ,0,2.0,Personal,Audi Q5
14995,68277,"Union City,  NJ",2015,Toyota,RAV4,Union City, NJ,0,2.0,Personal,Toyota RAV4
15542,50193,"Carlstadt,  NJ",2017,GMC,Savana Cargo Van,Carlstadt, NJ,0,1.0,Personal,GMC Savana Cargo Van
39901,30134,"New York,  NY",2017,Mercedes-Benz,GLC,New York, NY,0,1.0,Personal,Mercedes-Benz GLC
13995,141701,"Newark,  NJ",2011,Ford,Super Duty F-250,Newark, NJ,0,1.0,Personal,Ford Super Duty F-250
9679,120013,"Jersey City,  NJ",2011,Mercedes-Benz,GLK,Jersey City, NJ,0,1.0,Personal,Mercedes-Benz GLK
12950,85749,"Brooklyn,  NY",2008,Mercedes-Benz,S-Class,Brooklyn, NY,0,3.0,Personal,Mercedes-Benz S-Class
17797,30136,"New York,  NY",2019,Dodge,Grand Caravan,New York, NY,0,1.0,Personal,Dodge Grand Caravan
40495,7012,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
13881,39842,"New York,  NY",2019,Volkswagen,Jetta,New York, NY,0,1.0,Personal,Volkswagen Jetta
21995,78372,"Newark,  NJ",2015,BMW,6 Series,Newark, NJ,0,3.0,Fleet,BMW 6 Series
9999,116964,"Brooklyn,  NY",2015,Nissan,Pathfinder,Brooklyn, NY,0,4.0,Personal,Nissan Pathfinder
16995,28211,"Newark,  NJ",2019,Toyota,Camry,Newark, NJ,0,1.0,Personal,Toyota Camry
23286,13223,"Secaucus,  NJ",2014,Mercedes-Benz,M-Class,Secaucus, NJ,0,1.0,Personal,Mercedes-Benz M-Class
37995,24993,"New York,  NY",2018,Lexus,GX,New York, NY,0,1.0,Personal,Lexus GX
13950,66488,"Brooklyn,  NY",2010,Land,Rover Range Rover Sport,Brooklyn, NY,2,5.0,Personal,Land Rover Range Rover Sport
43686,30679,"Secaucus,  NJ",2017,Maserati,Levante,Secaucus, NJ,0,1.0,Personal,Maserati Levante
24897,39339,"New York,  NY",2019,Mazda,CX-9,New York, NY,0,1.0,Personal,Mazda CX-9
13542,82222,"Carlstadt,  NJ",2017,Subaru,Forester,Carlstadt, NJ,0,1.0,Personal,Subaru Forester
39995,24527,"New York,  NY",2017,Lexus,LS,New York, NY,0,1.0,Personal,Lexus LS
38686,5649,"Secaucus,  NJ",2019,Audi,A5,Secaucus, NJ,0,1.0,Personal,Audi A5
34806,16438,"New York,  NY",2017,Mercedes-Benz,GLC,New York, NY,0,1.0,Personal,Mercedes-Benz GLC
33998,31193,"New York,  NY",2017,Volvo,XC90,New York, NY,0,1.0,Personal,Volvo XC90
20497,38651,"New York,  NY",2019,Mazda,CX-5,New York, NY,0,1.0,Personal,Mazda CX-5
10995,75444,"Union City,  NJ",2011,Nissan,Murano,Union City, NJ,0,2.0,Personal,Nissan Murano
6770,93200,"Newark,  NJ",2012,Hyundai,Veloster,Newark, NJ,0,2.0,Personal,Hyundai Veloster
22097,29977,"New York,  NY",2019,Nissan,Maxima,New York, NY,0,1.0,Personal,Nissan Maxima
1995,140252,"Staten Island,  NY",1999,Toyota,Camry,Staten Island, NY,0,4.0,Personal,Toyota Camry
52900,27038,"Kearny,  NJ",2018,BMW,7 Series,Kearny, NJ,1,1.0,Personal,BMW 7 Series
12995,16932,"Newark,  NJ",2019,Toyota,Corolla,Newark, NJ,0,2.0,Fleet,Toyota Corolla
27495,60200,"New York,  NY",2015,Lexus,GX,New York, NY,0,1.0,Personal,Lexus GX
9880,48876,"Bloomfield,  NJ",2011,Mercedes-Benz,C-Class,Bloomfield, NJ,2,3.0,Personal,Mercedes-Benz C-Class
14995,47416,"Union City,  NJ",2014,Ford,Escape,Union City, NJ,0,1.0,Personal,Ford Escape
32986,5210,"Secaucus,  NJ",2019,Audi,A4,Secaucus, NJ,1,1.0,Personal,Audi A4
13995,107937,"Union City,  NJ",2013,Acura,MDX,Union City, NJ,1,2.0,Personal,Acura MDX
13995,72195,"Newark,  NJ",2013,Mercedes-Benz,M-Class,Newark, NJ,0,3.0,Personal,Mercedes-Benz M-Class
11995,69560,"Union City,  NJ",2015,Honda,Civic,Union City, NJ,0,2.0,Fleet,Honda Civic
10995,35605,"Newark,  NJ",2019,Hyundai,Elantra,Newark, NJ,1,1.0,Fleet,Hyundai Elantra
38490,9575,"New York,  NY",2018,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
12395,131579,"Union City,  NJ",2011,Toyota,Highlander,Union City, NJ,0,2.0,Personal,Toyota Highlander
12942,22970,"Carlstadt,  NJ",2017,Nissan,Altima,Carlstadt, NJ,1,2.0,Personal,Nissan Altima
3581,88288,"New York,  NY",2001,Chevrolet,S-10,New York, NY,0,5.0,Personal,Chevrolet S-10
12995,38899,"Long Island City,  NY",2017,Honda,Accord,Long Island City, NY,5,1.0,Personal,Honda Accord
27697,26566,"New York,  NY",2019,Mazda,CX-9,New York, NY,0,1.0,Personal,Mazda CX-9
13995,63509,"Union City,  NJ",2013,Toyota,RAV4,Union City, NJ,0,1.0,Personal,Toyota RAV4
34990,20084,"New York,  NY",2017,Jeep,Grand Cherokee,New York, NY,0,1.0,Personal,Jeep Grand Cherokee
12742,38968,"Carlstadt,  NJ",2015,Ford,Escape,Carlstadt, NJ,0,2.0,Personal,Ford Escape
20499,31532,"Brooklyn,  NY",2019,Toyota,Camry,Brooklyn, NY,0,1.0,Personal,Toyota Camry
17900,40550,"Rahway,  NJ",2017,BMW,3 Series,Rahway, NJ,3,1.0,Fleet,BMW 3 Series
16694,39688,"Union,  NJ",2017,Honda,Accord,Union, NJ,0,1.0,Personal,Honda Accord
1995,232753,"Hasbrouck Heights,  NJ",2000,Nissan,Xterra,Hasbrouck Heights, NJ,1,5.0,Personal,Nissan Xterra
16656,80248,"Bloomfield,  NJ",2010,Mercedes-Benz,S-Class,Bloomfield, NJ,1,3.0,Fleet,Mercedes-Benz S-Class
25335,26485,"Larchmont,  NY",2017,Lexus,ES,Larchmont, NY,0,1.0,Personal,Lexus ES
15016,36048,"Forest Hills,  NY",2017,Honda,Accord,Forest Hills, NY,0,1.0,Personal,Honda Accord
41884,4438,"Paramus,  NJ",2020,Mercedes-Benz,GLC,Paramus, NJ,0,1.0,Personal,Mercedes-Benz GLC
9841,42143,"Yonkers,  NY",2017,Chevrolet,Cruze,Yonkers, NY,1,2.0,Personal,Chevrolet Cruze
11799,91582,"Union City,  NJ",2012,Honda,Odyssey,Union City, NJ,0,2.0,Personal,Honda Odyssey
40035,4678,"Paramus,  NJ",2020,Mercedes-Benz,GLC,Paramus, NJ,0,1.0,Personal,Mercedes-Benz GLC
7900,74466,"Bronx,  NY",2016,Volkswagen,Jetta,Bronx, NY,0,1.0,Personal,Volkswagen Jetta
12594,15869,"Bloomfield,  NJ",2017,Hyundai,Elantra,Bloomfield, NJ,0,1.0,Personal,Hyundai Elantra
7900,160623,"Belford,  NJ",2015,Toyota,Sienna,Belford, NJ,1,2.0,Fleet,Toyota Sienna
8800,44645,"Hazlet,  NJ",2004,Nissan,Titan,Hazlet, NJ,0,1.0,Personal,Nissan Titan
14990,45688,"New York,  NY",2018,Chevrolet,Malibu,New York, NY,0,1.0,Personal,Chevrolet Malibu
9995,44000,"Scarsdale,  NY",2014,Chevrolet,Equinox,Scarsdale, NY,0,2.0,Personal,Chevrolet Equinox
2995,128827,"Garfield,  NJ",2004,Jeep,Liberty,Garfield, NJ,3,6.0,Fleet,Jeep Liberty
48904,18737,"New York,  NY",2017,Mercedes-Benz,GLS,New York, NY,0,1.0,Personal,Mercedes-Benz GLS
38990,6245,"New York,  NY",2019,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
5895,90946,"Lodi,  NJ",2014,Volkswagen,Jetta,Lodi, NJ,1,2.0,Personal,Volkswagen Jetta
10800,64243,"Hazlet,  NJ",2013,Jeep,Grand Cherokee,Hazlet, NJ,0,2.0,Personal,Jeep Grand Cherokee
12900,88181,"Belford,  NJ",2017,Chevrolet,Traverse,Belford, NJ,2,1.0,Fleet,Chevrolet Traverse
19999,43863,"Englewood,  NJ",2017,Lincoln,MKC,Englewood, NJ,0,1.0,Personal,Lincoln MKC
11900,103227,"Belford,  NJ",2013,Lexus,ES,Belford, NJ,1,2.0,Personal,Lexus ES
17995,108375,"Brooklyn,  NY",2017,Ford,Explorer,Brooklyn, NY,0,1.0,Personal,Ford Explorer
3399,101423,"Garfield,  NJ",2010,Pontiac,G6,Garfield, NJ,0,6.0,Personal,Pontiac G6
13850,36377,"Greatneck,  NY",2017,Honda,HR-V,Greatneck, NY,0,1.0,Personal,Honda HR-V
13390,45691,"Bronx,  NY",2018,Chevrolet,Equinox,Bronx, NY,0,1.0,Personal,Chevrolet Equinox
16888,30585,"Jamaica,  NY",2017,Toyota,RAV4,Jamaica, NY,0,1.0,Personal,Toyota RAV4
33901,8510,"New York,  NY",2017,Mercedes-Benz,C-Class,New York, NY,0,1.0,Personal,Mercedes-Benz C-Class
37992,56544,"Jersey City,  NJ",2015,Mercedes-Benz,M-Class,Jersey City, NJ,0,2.0,Personal,Mercedes-Benz M-Class
38286,6108,"Secaucus,  NJ",2019,Audi,A5,Secaucus, NJ,1,1.0,Personal,Audi A5
5500,104117,"Kearny,  NJ",2011,Volkswagen,Jetta,Kearny, NJ,1,2.0,Personal,Volkswagen Jetta
3795,141843,"Newark,  NJ",2005,Honda,Accord,Newark, NJ,2,6.0,Personal,Honda Accord
8995,83058,"Newark,  NJ",2009,Ford,Econoline Cargo Van,Newark, NJ,1,1.0,Personal,Ford Econoline Cargo Van
11495,42308,"Bayonne,  NJ",2018,Nissan,Altima,Bayonne, NJ,0,1.0,Personal,Nissan Altima
4995,82424,"Newark,  NJ",2012,FIAT,500,Newark, NJ,1,1.0,Personal,FIAT 500
15542,92305,"Carlstadt,  NJ",2014,Ford,F-150,Carlstadt, NJ,0,3.0,Personal,Ford F-150
34995,31172,"New York,  NY",2017,Lexus,GS,New York, NY,0,1.0,Personal,Lexus GS
17542,60023,"Carlstadt,  NJ",2016,Ford,Explorer,Carlstadt, NJ,1,1.0,Fleet,Ford Explorer
44995,16502,"New York,  NY",2018,Lexus,GX,New York, NY,0,1.0,Personal,Lexus GX
48286,9803,"Secaucus,  NJ",2019,Audi,Q7,Secaucus, NJ,0,1.0,Personal,Audi Q7
10995,126055,"Newark,  NJ",2011,Mercedes-Benz,M-Class,Newark, NJ,0,2.0,Personal,Mercedes-Benz M-Class
13680,88930,"Jersey City,  NJ",2012,Mercedes-Benz,E-Class,Jersey City, NJ,0,2.0,Fleet,Mercedes-Benz E-Class
49801,17546,"New York,  NY",2017,Mercedes-Benz,GLS,New York, NY,0,1.0,Personal,Mercedes-Benz GLS
9399,88697,"Union City,  NJ",2012,Honda,Civic,Union City, NJ,0,1.0,Personal,Honda Civic
9495,111121,"Newark,  NJ",2010,Ford,F-150,Newark, NJ,0,3.0,Personal,Ford F-150
29995,22462,"New York,  NY",2016,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
33286,13087,"Secaucus,  NJ",2019,Audi,A4,Secaucus, NJ,1,1.0,Personal,Audi A4
17972,64685,"Jersey City,  NJ",2013,INFINITI,G,Jersey City, NJ,0,1.0,Personal,INFINITI G
21797,37571,"New York,  NY",2019,Nissan,Pathfinder,New York, NY,0,1.0,Personal,Nissan Pathfinder
14642,99031,"Carlstadt,  NJ",2013,Ford,F-150,Carlstadt, NJ,0,3.0,Personal,Ford F-150
10990,36059,"New York,  NY",2011,Honda,CR-V,New York, NY,1,3.0,Personal,Honda CR-V
49901,26988,"New York,  NY",2017,Mercedes-Benz,GLS,New York, NY,0,1.0,Personal,Mercedes-Benz GLS
62905,12900,"New York,  NY",2019,Mercedes-Benz,CLS,New York, NY,0,1.0,Personal,Mercedes-Benz CLS
10995,62510,"Union City,  NJ",2015,Nissan,Rogue Select,Union City, NJ,0,4.0,Personal,Nissan Rogue Select
